user_id,total_spent,revenue_rank,running_total
72032,616.43,140,114120.04
48016,616.38,141,114736.42
39712,615.5,142,115351.92
60172,611.96,143,115963.88
69031,611.95,144,116575.83
87417,611.32,145,117187.15
35178,607.95,146,117795.1
55777,606.78,147,118401.88
12782,606.0,148,119007.88
53091,604.5,149,119612.38
87437,604.0,150,120216.38
52655,603.0,151,120819.38
23351,602.58,152,121421.96
28104,601.99,153,122023.95
52543,599.95,154,122623.9
39244,599.8,155,123223.7
41480,599.5,156,123823.2
51662,598.67,157,124421.87
10922,598.46,158,125020.33
31472,598.0,159,126814.33
7207,598.0,159,126814.33
40087,598.0,159,126814.33
4985,597.49,162,127411.82
37756,595.99,163,128007.81
47504,594.94,164,128602.75
59118,593.35,165,129196.1
28432,592.99,166,129789.09
19514,590.97,167,130380.06
10419,586.0,168,130966.06
42001,585.82,169,131551.88
98141,582.95,170,132134.83
26073,579.99,171,132714.82
77377,575.2,172,133290.02
731,571.0,173,133861.02
89344,570.42,174,134431.44
77839,569.0,175,135000.44
53759,567.27,176,135567.71
98740,566.96,177,136134.67
59634,566.26,178,136700.93
6647,560.39,179,137261.32
93982,558.95,180,137820.27
85108,556.67,181,138376.94
33046,555.55,182,138932.49
65697,554.98,183,139487.47
55945,554.22,184,140041.69
72816,554.13,185,140595.82
78586,554.0,186,141703.82
72008,554.0,186,141703.82
38737,550.0,188,143903.82
452,550.0,188,143903.82
8139,550.0,188,143903.82
28737,550.0,188,143903.82
79270,549.13,192,144452.95
30903,548.24,193,145001.19
239,548.0,194,145549.19
55627,547.99,195,146097.18
87317,547.54,196,146644.72
65967,547.49,197,147192.21
49506,544.94,198,147737.15
83875,544.62,199,148281.77
57216,543.95,200,148825.72
21425,537.98,201,149363.7
78804,537.8,202,149901.5
77387,536.73,203,150438.23
36367,536.08,204,150974.31
25843,534.85,205,151509.16
47245,534.1,206,152043.26
96783,533.83,207,152577.09
838,533.38,208,153110.47
58857,532.97,209,153643.44
86202,530.99,210,154174.43
26364,530.99,211,154705.42
48526,530.43,212,155235.85
55447,529.99,213,155765.84
87826,528.51,214,156294.35
21094,527.99,215,156822.34
29365,527.5,216,157349.84
6412,526.71,217,157876.55
48071,526.63,218,158403.18
8385,525.0,219,158928.18
64715,524.35,220,159452.53
7025,522.49,221,159975.02
17689,521.9,222,160496.92
68139,521.72,223,161018.64
80359,520.12,224,161538.76
8881,518.69,225,162057.45
71387,518.5,226,162575.95
82116,518.45,227,163094.4
9829,517.5,228,163611.9
27574,516.95,229,164128.85
50112,515.93,230,164644.78
28817,515.89,231,165160.67
35932,514.99,232,165675.66
83409,514.95,233,166190.61
78197,513.99,234,166704.6
26539,513.61,235,167218.21
63860,513.49,236,167731.7
15405,511.15,237,168242.85
27191,510.48,238,168753.33
90837,510.42,239,169263.75
4680,509.78,240,169773.53
10685,508.95,241,170282.48
50326,506.94,242,170789.42
92501,506.45,243,171295.87
63249,506.19,244,171802.06
7826,505.04,245,172307.1
9319,504.99,246,172812.09
73915,504.44,247,173316.53
3266,503.0,248,173819.53
56465,502.05,249,174321.58
95120,501.13,250,174822.71
73578,499.89,251,175322.6
43441,498.5,252,176319.6
104,498.5,252,176319.6
11298,498.0,254,176817.6
23808,497.69,255,177315.29
75921,496.99,256,177812.28
95911,496.96,257,178309.24
58362,496.41,258,178805.65
37083,495.78,259,179301.43
92687,495.0,260,179796.43
54365,494.95,261,180291.38
84090,493.92,262,180785.3
52349,493.37,263,181278.67
1404,493.21,264,181771.88
53087,492.95,265,182264.83
9468,492.82,266,182757.65
94270,490.94,267,183248.59
49453,490.29,268,183738.88
85773,490.0,269,184228.88
15789,489.99,270,184718.87
73275,489.98,271,185208.85
81929,489.95,272,185698.8
75150,489.5,273,186188.3
48122,489.0,274,187166.3
69060,489.0,274,187166.3
70889,488.94,276,187655.24
32917,487.98,277,188143.22
92627,487.74,278,188630.96
85811,487.5,279,189118.46
5750,487.45,280,189605.91
91468,487.0,281,190092.91
76754,485.0,282,190577.91
4341,484.98,283,191062.89
2660,484.13,284,191547.02
82140,482.95,285,192029.97
60262,482.25,286,192512.22
23777,482.01,287,192994.23
83874,480.44,288,193474.67
95119,480.18,289,193954.85
90393,479.94,290,194434.79
2071,479.5,291,194914.29
77242,479.44,292,195393.73
6470,479.0,293,195872.73
58952,478.95,294,196351.68
15209,478.94,295,196830.62
61347,478.07,296,197308.69
84014,477.47,297,197786.16
76622,477.05,298,198263.21
76220,476.46,299,198739.67
47690,476.03,300,199215.7
51108,476.0,301,199691.7
15028,475.6,302,200167.3
36465,475.37,303,200642.67
97219,475.24,304,201117.91
97749,475.0,305,202067.91
94390,475.0,305,202067.91
9090,474.99,307,202542.9
82492,474.17,308,203017.07
80966,473.0,309,203490.07
41166,473.0,310,203963.07
52059,472.99,311,204436.06
99136,472.72,312,204908.78
54175,471.63,313,205380.41
25185,471.0,314,205851.41
62969,470.99,315,206322.4
86225,470.59,316,206792.99
21203,468.48,317,207261.47
52682,468.23,318,207729.7
19754,467.8,319,208197.5
14993,467.7,320,208665.2
82618,466.94,321,209132.14
28918,466.91,322,209599.05
59453,466.0,323,210065.05
59318,465.19,324,210530.24
87848,465.0,325,210995.24
64469,464.95,326,211460.19
50647,463.99,327,211924.18
62153,463.26,328,212387.44
38101,462.5,329,212849.94
75182,461.81,330,213311.75
97060,461.0,331,213772.75
56832,460.36,332,214233.11
59664,460.1,333,214693.21
1373,459.0,334,215152.21
64743,458.99,335,215611.2
63075,458.83,336,216070.03
45696,457.98,337,216528.01
70423,457.48,338,216985.49
59036,457.39,339,217442.88
84350,456.98,340,217899.86
97488,456.8,341,218356.66
57885,456.19,342,218812.85
60881,456.0,343,219268.85
71737,455.94,344,219724.79
15838,455.0,345,220179.79
82723,454.99,346,220634.78
68226,454.98,347,221089.76
2105,454.94,348,221544.7
20344,454.86,349,221999.56
95001,453.99,350,222453.55
32931,453.25,351,222906.8
83515,452.95,352,223359.75
59478,452.89,353,223812.64
91341,452.63,354,224265.27
81720,452.6,355,224717.87
69650,452.36,356,225170.23
39840,452.09,357,225622.32
77934,452.0,358,226074.32
80251,451.44,359,226525.76
5514,450.99,360,226976.75
73435,450.99,361,227427.74
74269,450.9,362,227878.64
65808,450.4,363,228329.04
15502,449.0,364,229676.04
22657,449.0,364,229676.04
73862,449.0,364,229676.04
23246,448.99,367,230125.03
80466,448.99,368,231472.0
72620,448.99,368,231472.0
73647,448.99,368,231472.0
39231,448.32,371,231920.32
29414,447.95,372,232368.27
65117,446.99,373,232815.26
12357,446.89,374,233262.15
5579,446.69,375,233708.84
43614,446.66,376,234155.5
249,445.95,377,234601.45
57124,445.63,378,235047.08
19104,444.89,379,235491.97
46745,444.5,380,235936.47
34085,444.26,381,236380.73
78984,443.21,382,236823.94
63540,443.1,383,237267.04
57860,443.0,384,237710.04
58319,442.99,385,238153.03
33229,442.99,386,238596.02
32486,442.97,387,239038.99
76423,441.32,388,239480.31
21432,440.95,389,239921.26
66587,440.4,390,240361.66
24115,439.59,391,240801.25
13279,439.49,392,241240.74
29991,438.51,393,241679.25
46579,437.94,394,242117.19
13830,437.19,395,242554.38
26203,437.13,396,242991.51
64864,436.96,397,243428.47
65035,436.94,398,243865.41
1153,436.44,399,244301.85
81420,435.94,400,244737.79
96670,434.9,401,245172.69
7841,434.9,402,245607.59
74950,434.6,403,246042.19
2815,434.49,404,246476.68
87610,434.0,405,246910.68
10297,432.96,406,247343.64
60829,432.0,407,247775.64
93869,431.9,408,248207.54
64307,431.64,409,248639.18
38448,431.49,410,249070.67
99720,430.74,411,249501.41
52121,430.0,412,249931.41
85671,429.99,413,250361.4
65815,429.94,414,250791.34
66726,429.76,415,251221.1
81084,429.17,416,251650.27
93554,429.0,417,253366.27
58315,429.0,417,253366.27
77192,429.0,417,253366.27
65838,429.0,417,253366.27
22445,428.89,421,253795.16
72389,428.88,422,254224.04
25517,428.03,423,254652.07
23594,427.95,424,255080.02
69063,427.94,425,255507.96
65091,427.93,426,255935.89
7593,427.5,427,256363.39
69530,427.47,428,256790.86
10902,427.45,429,257218.31
96025,426.4,430,257644.71
6279,425.0,431,258069.71
41481,424.99,432,258494.7
35312,424.99,433,258919.69
83386,424.84,434,259344.53
43449,424.5,435,260618.03
7340,424.5,435,260618.03
91258,424.5,435,260618.03
54816,424.5,438,261042.53
40646,423.98,439,261466.51
51583,423.5,440,261890.01
92019,423.18,441,262313.19
36013,422.94,442,262736.13
80173,422.69,443,263158.82
72406,422.69,444,263581.51
35689,420.47,445,264001.98
46883,420.45,446,264422.43
8432,420.03,447,264842.46
46045,419.97,448,265262.43
11529,419.75,449,265682.18
10478,419.18,450,266101.36
33997,419.0,451,266520.36
97929,418.55,452,266938.91
61732,418.44,453,267357.35
57273,418.33,454,267775.68
96452,418.07,455,268193.75
19271,418.0,456,268611.75
2402,417.98,457,269029.73
21153,417.74,458,269447.47
29384,417.38,459,269864.85
12772,417.31,460,270282.16
17146,417.11,461,270699.27
96468,417.0,462,271533.27
16816,417.0,462,271533.27
49349,415.94,464,271949.21
82829,415.0,465,272364.21
65204,414.97,466,272779.18
14263,414.95,467,273194.13
49960,414.94,468,273609.07
86016,414.94,469,274024.01
15636,414.78,470,274438.79
10475,414.69,471,274853.48
10995,414.42,472,275267.9
13320,414.23,473,275682.13
99438,414.12,474,276096.25
58074,413.81,475,276510.06
26185,413.76,476,276923.82
1725,413.48,477,277337.3
99586,412.94,478,277750.24
61462,412.94,479,278163.18
79542,411.99,480,278575.17
54931,411.99,481,279399.15
8257,411.99,481,279399.15
71875,411.95,483,279811.1
61477,411.94,484,280223.04
22042,411.0,485,280634.04
21183,410.99,486,281045.03
97186,410.84,487,281455.87
45433,410.0,488,281865.87
54978,409.95,489,282275.82
68160,409.75,490,282685.57
46806,409.64,491,283095.21
36965,409.18,492,283504.39
4129,408.98,493,283913.37
67775,408.5,494,284321.87
20248,407.99,495,284729.86
24117,407.33,496,285137.19
12057,406.55,497,285543.74
36499,406.07,498,285949.81
54678,406.0,499,286761.81
14649,406.0,499,286761.81
67984,405.49,501,287167.3
52843,405.26,502,287977.82
49403,405.26,502,287977.82
71826,405.0,504,288382.82
13578,404.89,505,288787.71
72971,404.49,506,289192.2
84289,404.21,507,289596.41
5636,404.0,508,290000.41
29568,403.51,509,290403.92
4896,402.95,510,290806.87
10518,402.43,511,291209.3
35195,401.87,512,291611.17
502,401.85,513,292013.02
89999,400.71,514,292413.73
22246,400.0,515,293213.73
47566,400.0,515,293213.73
57823,399.99,517,293613.72
89964,399.99,518,294013.71
9338,399.95,519,295613.51
14634,399.95,519,295613.51
37318,399.95,519,295613.51
95781,399.95,519,295613.51
69409,399.94,523,296013.45
66862,399.0,524,297609.45
63899,399.0,524,297609.45
9284,399.0,524,297609.45
33068,399.0,524,297609.45
74682,398.78,528,298008.23
55177,398.45,529,298406.68
67646,398.2,530,298804.88
70735,398.0,531,300794.88
94817,398.0,531,300794.88
86573,398.0,531,300794.88
96367,398.0,531,300794.88
2636,398.0,531,300794.88
96439,397.99,536,301192.87
32002,397.64,537,301590.51
27163,397.54,538,301988.05
74066,397.52,539,302385.57
89513,397.0,540,302782.57
63676,396.99,541,303179.56
13311,396.94,542,303576.5
47520,396.85,543,303973.35
88877,396.44,544,304369.79
66546,396.0,545,305161.79
72597,396.0,545,305161.79
63792,395.98,547,305557.77
59610,395.37,548,305953.14
58517,395.0,549,307138.14
40328,395.0,549,307138.14
42659,395.0,549,307138.14
2337,394.98,552,307533.12
22784,394.96,553,307928.08
86768,394.9,554,308322.98
37371,394.89,555,308717.87
6807,394.88,556,309112.75
88487,394.44,557,309507.19
43016,394.38,558,309901.57
42987,393.98,559,310295.55
60288,393.94,560,310689.49
14936,393.71,561,311083.2
1103,393.3,562,311476.5
6903,393.0,563,311869.5
94532,392.33,564,312261.83
75748,392.17,565,312654.0
99807,391.98,566,313045.98
71895,391.32,567,313437.3
73885,391.31,568,313828.61
56830,391.0,569,314610.61
40259,391.0,569,314610.61
80371,390.56,571,315001.17
27757,390.15,572,315391.32
20528,389.99,573,315781.31
780,389.38,574,316170.69
78326,389.0,575,316559.69
88326,388.98,576,316948.67
78088,388.74,577,317337.41
9196,388.54,578,317725.95
33472,388.19,579,318114.14
51961,388.0,580,318890.14
78691,388.0,580,318890.14
9710,387.99,582,319278.13
74010,387.89,583,319666.02
61750,387.56,584,320053.58
43793,387.0,585,320440.58
6236,386.16,586,320826.74
45619,386.08,587,321212.82
36903,385.99,588,321598.81
26462,385.49,589,321984.3
7648,385.44,590,322369.74
54344,385.33,591,322755.07
39939,385.19,592,323140.26
71833,384.88,593,323525.14
97887,384.49,594,323909.63
47721,384.24,595,324293.87
61327,384.16,596,324678.03
30868,384.02,597,325062.05
10772,384.0,598,325446.05
69008,383.99,599,325830.04
29425,383.78,600,326213.82
18268,383.0,601,326979.82
80879,383.0,601,326979.82
47779,382.99,603,327362.81
47023,382.99,604,327745.8
84938,382.91,605,328128.71
71679,382.77,606,328511.48
3252,382.56,607,328894.04
32814,382.29,608,329276.33
28956,382.24,609,329658.57
41053,382.22,610,330040.79
12106,382.05,611,330422.84
30894,382.0,612,330804.84
79721,381.74,613,331186.58
49244,380.98,614,331567.56
65870,380.95,615,331948.51
52277,380.01,616,332328.52
61593,379.99,617,332708.51
38752,379.94,618,333088.45
95498,379.86,619,333468.31
40244,379.47,620,333847.78
67269,379.0,621,335363.78
61889,379.0,621,335363.78
41761,379.0,621,335363.78
69420,379.0,621,335363.78
64966,378.99,625,335742.77
11562,378.99,626,336121.76
44348,378.99,627,336500.75
1506,378.5,628,336879.25
60547,378.47,629,337257.72
88327,378.45,630,337636.17
25805,378.24,631,338014.41
34039,378.0,632,338392.41
55184,377.43,633,338769.84
86614,377.0,634,339146.84
74927,376.99,635,339523.83
17873,376.63,636,339900.46
90284,376.58,637,340277.04
22160,376.27,638,340653.31
20119,376.08,639,341029.39
14305,376.0,640,341405.39
21442,375.92,641,341781.31
18278,375.48,642,342156.79
3736,375.0,643,344781.79
816,375.0,643,344781.79
46582,375.0,643,344781.79
23548,375.0,643,344781.79
24772,375.0,643,344781.79
61112,375.0,643,344781.79
53603,375.0,643,344781.79
38978,374.98,650,345156.77
27687,374.95,651,345531.72
70644,374.95,652,345906.67
18115,374.68,653,346281.35
42699,374.4,654,346655.75
88640,374.0,655,347403.75
54938,374.0,655,347403.75
89972,373.98,657,347777.73
56492,373.94,658,348151.67
72537,373.93,659,348525.6
76091,373.69,660,348899.29
82974,373.61,661,349272.9
62192,373.39,662,349646.29
96900,373.33,663,350019.62
11507,373.29,664,350392.91
51631,372.94,665,350765.85
13433,372.84,666,351138.69
71628,372.5,667,351511.19
62415,371.95,668,351883.14
75226,371.94,669,352255.08
52197,371.88,670,352626.96
74822,371.4,671,352998.36
8539,371.1,672,353369.46
188,370.99,673,353740.45
6315,370.85,674,354111.3
95827,369.99,675,354481.29
82335,369.95,676,354851.24
97189,369.9,677,355221.14
57000,369.5,678,355590.64
74699,369.49,679,355960.13
91511,369.0,680,356329.13
19585,368.95,681,357067.03
83880,368.95,681,357067.03
37558,368.65,683,357435.68
85511,368.34,684,357804.02
67551,368.32,685,358172.34
78517,368.19,686,358540.53
57217,368.0,687,360012.53
45160,368.0,687,360012.53
49594,368.0,687,360012.53
38427,368.0,687,360012.53
39069,367.99,691,360748.51
76164,367.99,691,360748.51
29627,367.65,693,361116.16
31549,367.48,694,361483.64
80288,367.42,695,361851.06
71026,367.34,696,362218.4
76200,367.2,697,362585.6
84089,366.99,698,362952.59
79788,366.98,699,363319.57
28506,366.94,700,363686.51
83759,366.0,701,364052.51
48963,365.97,702,364418.48
41542,365.69,703,364784.17
35373,365.49,704,365149.66
7061,365.47,705,365515.13
39478,365.28,706,365880.41
48741,365.0,707,366245.41
34536,364.99,708,366610.4
95075,364.99,709,366975.39
63247,364.7,710,367340.09
41468,364.65,711,367704.74
90695,364.3,712,368069.04
26090,364.0,713,368433.04
4496,363.95,714,368796.99
82384,363.92,715,369160.91
43122,363.55,716,369524.46
488,363.03,717,369887.49
58874,363.0,718,370613.49
63546,363.0,718,370613.49
7066,362.85,720,370976.34
76797,361.98,721,371338.32
37803,361.89,722,371700.21
4794,361.84,723,372062.05
33186,361.72,724,372423.77
58199,361.42,725,372785.19
75957,361.28,726,373146.47
99605,361.0,727,373507.47
64585,360.48,728,373867.95
14049,360.38,729,374228.33
12763,360.0,730,375308.33
65946,360.0,730,375308.33
1014,360.0,730,375308.33
85808,359.99,733,375668.32
20835,359.97,734,376028.29
21371,359.97,735,376388.26
50956,359.95,736,376748.21
41687,359.94,737,377108.15
31374,359.78,738,377467.93
49000,359.5,739,377827.43
29816,359.15,740,378186.58
40963,359.0,741,379263.58
37952,359.0,741,379263.58
90233,359.0,741,379263.58
36550,358.99,744,379622.57
81431,358.98,745,379981.55
92614,358.58,746,380340.13
10361,358.17,747,380698.3
38465,358.0,748,381414.3
58361,358.0,748,381414.3
9532,357.89,750,381772.19
46230,357.06,751,382129.25
82067,357.0,752,382843.25
32212,357.0,752,382843.25
75522,356.98,754,383200.23
55138,356.0,755,383556.23
58700,355.14,756,383911.37
67509,354.99,757,384266.36
51334,354.97,758,384621.33
35973,354.16,759,384975.49
65793,354.0,760,385329.49
8425,353.99,761,385683.48
84921,353.89,762,386037.37
86006,353.88,763,386391.25
25060,353.8,764,386745.05
22614,353.37,765,387098.42
5698,353.27,766,387451.69
7600,353.0,767,387804.69
54810,352.99,768,388157.68
34268,352.77,769,388510.45
49409,352.67,770,388863.12
15227,352.48,771,389215.6
95019,352.43,772,389568.03
64826,352.42,773,389920.45
24916,352.18,774,390272.63
2563,352.0,775,391328.63
34734,352.0,775,391328.63
55618,352.0,775,391328.63
81252,352.0,778,391680.63
43133,351.68,779,392032.31
80740,351.08,780,392383.39
46871,350.95,781,392734.34
54967,350.92,782,393085.26
77279,350.77,783,393436.03
51187,350.31,784,393786.34
70296,350.0,785,397286.34
2148,350.0,785,397286.34
39457,350.0,785,397286.34
24355,350.0,785,397286.34
13521,350.0,785,397286.34
30220,350.0,785,397286.34
75457,350.0,785,397286.34
96021,350.0,785,397286.34
13534,350.0,785,397286.34
25819,350.0,785,397286.34
69442,349.98,795,397636.32
32969,349.97,796,397986.29
70181,349.95,797,398336.24
16814,349.8,798,398686.04
10260,349.69,799,399035.73
50506,349.5,800,399385.23
52984,349.48,801,399734.71
82556,349.39,802,400084.1
72205,349.17,803,400433.27
57457,349.0,804,400782.27
77795,348.98,805,401131.25
50590,348.97,806,401480.22
61540,348.86,807,401829.08
708,348.75,808,402177.83
67674,348.33,809,402526.16
53953,348.23,810,402874.39
23462,348.0,811,403222.39
14798,347.99,812,403570.38
37321,347.95,813,403918.33
53355,347.92,814,404266.25
97806,347.37,815,404613.62
15334,347.1,816,404960.72
24456,346.99,817,405307.71
63126,346.97,818,405654.68
93789,346.97,819,406001.65
7321,346.53,820,406348.18
73346,346.49,821,406694.67
54998,346.44,822,407041.11
57262,346.09,823,407387.2
17284,346.06,824,407733.26
41120,346.05,825,408079.31
30884,346.0,826,408425.31
46912,345.99,827,408771.3
13357,345.99,828,409117.29
57306,345.98,829,409463.27
31398,345.94,830,409809.21
70597,345.47,831,410154.68
57412,345.45,832,410500.13
21479,345.43,833,410845.56
73847,345.15,834,411190.71
56851,345.0,835,411535.71
67911,344.99,836,411880.7
3669,344.95,837,412225.65
78302,344.92,838,412570.57
7703,344.86,839,412915.43
93061,344.84,840,413260.27
83066,344.62,841,413604.89
6836,344.48,842,413949.37
18681,344.42,843,414293.79
89433,344.05,844,414637.84
68703,344.03,845,414981.87
28307,343.99,846,415669.85
80122,343.99,846,415669.85
43664,343.99,848,416013.84
76374,343.98,849,416357.82
31480,343.94,850,416701.76
80461,343.94,851,417045.7
36968,343.93,852,417389.63
99023,343.75,853,417733.38
24323,343.64,854,418077.02
48352,343.55,855,418420.57
25397,343.5,856,418764.07
63107,343.42,857,419107.49
7364,343.39,858,419450.88
2513,343.33,859,419794.21
83708,343.16,860,420137.37
53312,343.0,861,420480.37
61806,342.98,862,420823.35
79302,342.87,863,421166.22
87249,342.36,864,421508.58
58850,342.0,865,421850.58
33402,341.13,866,422191.71
62394,340.99,867,422873.69
54716,340.99,867,422873.69
71379,340.96,869,423214.65
59423,340.4,870,423555.05
25323,340.25,871,423895.3
65342,339.99,872,424235.29
9182,339.92,873,424575.21
86375,339.8,874,424915.01
53568,339.5,875,425254.51
55544,339.47,876,425593.98
82686,339.35,877,425933.33
8992,339.0,878,427289.33
79292,339.0,878,427289.33
61694,339.0,878,427289.33
48971,339.0,878,427289.33
93098,338.98,882,427628.31
11454,338.69,883,427967.0
74109,338.52,884,428305.52
34692,338.32,885,428643.84
77293,338.17,886,428982.01
73191,338.0,887,431010.01
69951,338.0,887,431010.01
29167,338.0,887,431010.01
45078,338.0,887,431010.01
43787,338.0,887,431010.01
52022,338.0,887,431010.01
31601,337.99,893,431348.0
73848,337.98,894,431685.98
1048,337.98,895,432023.96
26714,337.56,896,432361.52
86111,337.5,897,432699.02
11688,337.36,898,433036.38
13096,337.25,899,433373.63
31571,337.08,900,433710.71
94904,336.99,901,434047.7
88344,336.97,902,434384.67
79001,336.46,903,434721.13
4907,336.44,904,435057.57
63884,336.17,905,435393.74
73292,336.17,906,435729.91
19326,336.1,907,436066.01
44984,336.05,908,436402.06
83237,335.97,909,436738.03
33029,335.95,910,437073.98
26329,335.95,911,437409.93
201,335.54,912,437745.47
83155,335.49,913,438080.96
74183,334.99,914,438415.95
68207,334.99,915,438750.94
71908,334.96,916,439085.9
59202,334.95,917,439420.85
16125,334.83,918,439755.68
87277,334.6,919,440090.28
28873,334.33,920,440424.61
52516,334.13,921,441092.87
11563,334.13,921,441092.87
3574,334.09,923,441426.96
90171,334.0,924,441760.96
4781,333.98,925,442094.94
71532,333.97,926,442428.91
18698,333.87,927,442762.78
92782,333.5,928,443096.28
22523,333.21,929,443429.49
48298,333.0,930,443762.49
70074,332.5,931,444094.99
94469,332.39,932,444427.38
78614,332.15,933,444759.53
46365,332.0,934,445091.53
59519,331.98,935,445423.51
54454,331.95,936,445755.46
30987,331.69,937,446087.15
5882,331.12,938,446418.27
9273,331.09,939,446749.36
64702,331.0,940,447080.36
90850,330.95,941,447411.31
42945,330.94,942,447742.25
97685,330.69,943,448072.94
20264,330.5,944,448403.44
68792,330.0,945,449393.44
18021,330.0,945,449393.44
40556,330.0,945,449393.44
2572,329.99,948,450383.41
73180,329.99,948,450383.41
74443,329.99,948,450383.41
3525,329.98,951,450713.39
83895,329.98,952,451043.37
91253,329.94,953,451373.31
61491,329.93,954,451703.24
65581,329.84,955,452033.08
57713,329.49,956,452362.57
36388,329.46,957,452692.03
6513,329.39,958,453021.42
71134,329.07,959,453350.49
80818,329.0,960,454337.49
79243,329.0,960,454337.49
72773,329.0,960,454337.49
8280,328.99,963,454666.48
98213,328.99,964,454995.47
49305,328.99,965,455324.46
3573,328.98,966,455653.44
5925,328.95,967,455982.39
56969,328.93,968,456311.32
34592,328.93,969,456640.25
64781,328.5,970,456968.75
85887,328.48,971,457297.23
34095,328.15,972,457625.38
84055,328.0,973,459265.38
78683,328.0,973,459265.38
39566,328.0,973,459265.38
5241,328.0,973,459265.38
4021,328.0,973,459265.38
10327,327.97,978,459593.35
45310,327.93,979,459921.28
42217,327.7,980,460248.98
11160,327.64,981,460576.62
17694,327.5,982,460904.12
8273,327.45,983,461231.57
43361,327.44,984,461559.01
96994,327.05,985,461886.06
23245,326.98,986,462213.04
84910,326.95,987,462539.99
76994,326.87,988,462866.86
76798,326.66,989,463193.52
20152,326.65,990,463520.17
74714,326.31,991,463846.48
35597,326.2,992,464172.68
14301,326.19,993,464498.87
4016,326.19,994,464825.06
27520,326.1,995,465477.26
354,326.1,995,465477.26
81953,325.99,997,466129.24
